#رقم	مشكول	غيرمشكول	جذر	وزن	صنف	أصل	معرفة	جنس	مؤنث	مذكر	عدد	الجمع	مفرد	التأنيث	التثنية	ج, مؤ, س,	ج, مذ, س,	المنقوص	تنوين النصب	نسب	إض, لف,	ـو	ك	كال	ها	هم	تنوين النصب للجمع	شرح
1113	رَعيشٌ		رعش	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"رَعيشٌ-رَعيشٌ [ر ع ش] (صِيغَةُ فَعِيل). ""وَلَدُ رَعيشٌ"" : مُرْتَعِدٌ، مُرْتَجِفٌ."
1114	رَغيبٌ		رغب	فَعِيل	صيغة			مذكر			مفرد	+ات;رِغابٌ;رُغُبٌ;		Ta	DnN	Pf			Tn			ـو						"(صِيغَةُ فَعِيل). 1.""رَجُلٌ رَغيبٌ"" : مَرْغوبٌ فيهِ. 2.""رَجُلٌ رَغيبُ البَطْنِ"" : كَثيرُ الأَكْلِ."
1117	رَغيدٌ		رغد	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn			ـو						"رَغيدٌ-رَغيدٌ [ر غ د] (صِيغَةُ فَعِيل). ""هُوَ في عَيْشٍ رَغيدٍ"" : في عَيْشٍ مُريحٍ، هَنيءٍ، مُتَّسِعٍ. ""يا لَهُ مِنْ عَيْشٍ رَغيدٍ !""."
1118	رَفيقٌ		رفق	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;رُفَقاءُ;رِفاقٌ;مؤَنَّث;الرفيق;و;-;الزوجة;(ج);رفائِقُ		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعِيل). 1.""هُوَ رَفيقُهُ الْمُخْلِصُ"" : الصَّاحِبُ، الصَّديقُ. ""الرَّفيقُ قَبْلَ الطَّريقِ""(مثل). 2.""رَفيقُ العُمْرِ"" : الزَّوْجُ. ""رَفيقَةُ العُمْرِ"". 3.""رَفيقُ السُّوءِ"" : الصَّديقُ سَيِّءُ الأَخْلاقِ. 4.""رَفيقٌ بِأَهْلِهِ"" : طَيِّبُ الْمُعامَلَةِ رَؤُوفٌ بِهِمْ. 5.""اِنْتَقَلَ إلى الرَّفيقِ الأَعْلَى"" : لَبَّى نِداءَ رَبِّهِ. 6.""قَدَّمَ الرَّفيقُ تَقْريراً سِياسِيّاً"" : لَقَبٌ يُطْلَقُ على أَعْضاءِ الأَحْزابِ الاشْتِراكِيَّةِ والشُّيوعِيَّةِ."
1122	رَفيهٌ		رفهـٍ	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"رَفيهٌ-رَفيهٌ [ر ف هـٍ] (صِيغَةُ فَعِيل). ""هُوَ في عَيْشٍ رَفيهٍ"" : في عَيْشٍ رَغيدٍ، فيهِ ما لَذَّ وَطابَ."
1123	رَقيبٌ		رقب	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;رُقَباءُ		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعِيل). 1.""عَيَّنَهُ رَقيباً على الْمُؤَسَّسَةِ"" : حارِساً عَلَيْها يُراقِبُ سَيْرَ أَعْمالِها. ""لا رَقيبَ على أَعْمالِهِ"". 2.""اِرْتَقَى الجُنْدِيُّ إلى رُتْبَةِ رَقيبٍ"" : رُتْبَةٌ عَسْكَرِيَّةٌ في الجَيْشِ."
1125	رَميزٌ		رمز	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"رَميزٌ-رَميزٌ، ةٌ [ر م ز] (صِيغَةُ فَعِيل). 1.""طِفْلٌ رَميزٌ"" : كَثيرُ الحَرَكَةِ. 2.""أَميرٌ رَميزٌ"" : مُكَرَّمٌ، مُعَظَّمٌ، مُبَجَّلٌ. 3.""وَلَدٌ رَميزٌ"": رَزينٌ، عاقِلٌ. 4.""نَسَبٌ رَميزٌ"" : أَصيلٌ."
1126	رَميسٌ		رمس	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"رَميسٌ-رَميسٌ [ر م س] (صِيغَةُ فَعِيل). ""وَلَدٌ رَميسٌ"" : أَيْ رُمِيَ بِحَجَرٍ."
1127	رَميضٌ		رمض	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"رَميضٌ-رَميضٌ، ةٌ [ر م ض] (صِيغَةُ فَعِيل). ""نَصْلٌ رَميضٌ"" : حادٌّ. ""صَنَعَ نِصالاً رَميضَةً""."
1128	رَهيفٌ		رهف	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn			ـو						"رَهيفٌ-رَهيفٌ [ر هـ ف] (صِيغَةُ فَعِيل). 1.""سِكِّينٌ رَهيفٌ"": حادٌّ. 2.""رَهيفُ الإِحْساسِ"" : رَقيقُهُ، مُرْهَفُ الإِحْساسِ. ""طَبْعٌ رَهيفٌ""."
1129	زَعيمٌ		زعم	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;زُعَماءُ;		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعِيل). 1.""هُوَ زَعِيمٌ بِهِ"": كَفِيلٌ، ضَامِنٌ.يوسف آية 72 وَلِمَنْ جاءَ بِهِ حِمْلُ بَعيرٍ وَأَنا بِهِ زَعيمٌ (قرآن). 2.""زَعيمٌ وَطَنِيٌّ"" : قائِدُ القَوْمِ وَسَيِّدُهُمْ وَرَئِيسُهُمْ وَهُوَ لَقَبٌ يُطْلَقُ عَلَى القادَةِ السِّياسِيِّينَ الَّذِينَ يَلْعَبونَ دَوْراً مُهِمّاً في حَياةِ وَطَنِهِمْ. ""كانَ مِنْ زُعَماءِ الحَرَكَةِ الوَطَنِيَّةِ""."
1131	زَليلٌ		زلل	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"زَليلٌ-زَليلٌ[ز ل ل] (صِيغَةُ فَعِيل). 1.""ماءٌ زَليلٌ"" : عَذْبٌ، صافٍ. 2. : نَوْعٌ مِنَ الحَلْوَى يُتَّخَذُ مِنَ الطَّحِينِ والماءِ والعَسَلِ."
1132	زَهيدٌ		زهد	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;ج;زهْدان;مؤ;زهيدَة;ج;زهائِدُ		Ta	DnN	Pf	Pm		Tn									"زَهيدٌ-زَهيدٌ، ةٌ[ز هـ د] (صِيغَةُ فَعِيل). 1.""ثَمَنٌ زَهِيدٌ"" : ثَمَنٌ رَخيصٌ جِدّاً، ضَئيلٌ، تافِهٌ. ""اِشْتَرَى حِذاءً بِثَمَنٍ زَهيدٍ"" ‎ ""أَثْمانٌ زَهيدَةٌ"" ""لَمْ يَحْصُلْ إِلاَّ عَلَى مَبْلَغٍ زَهيدٍ"". 2.""رَجُلٌ زَهيدٌ"" : حَقيرٌ، لَئيمٌ."
1135	سَخِيفٌ		سخف	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"سَخِيفٌ-سَخِيفٌ، ةٌ [س خ ف] (صِيغَةُ فَعِيل). 1.""قَدَّمَ رَأْياً سَخِيفاً"" : تَافِهاً ضَعِيفاً لاَ قِيمَةَ لَهُ. 2. ""رَجُلٌ سَخِيفٌ"" :"
1136	سَعِيرٌ		سعر	فَعِيل	صيغة			مذكر			مفرد	سُعُرٌ;							Tn									"(صِيغَةُ فَعِيل). ""سَعِيرُ النِّيرَانِ"" : لَهِيبُهَا، شُعْلَتُهَا. النساء آي"
1138	سَفِيهٌ		سفه	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;سُفَهَاءُ;(ج);سُفَهاءُ;وسِفاه;(ج);سَفَائِهُ		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعِيل). ""رَجُلٌ سَفِيهٌ"" : عَدِيمُ الخُلُقِ فَظُّ الْمُعَاشَرَةِ، جَاهِلٌ."
1142	سَلِيقٌ		سلق	فَعِيل	صيغة			مذكر			مفرد	+ات;سُلُقٌ;		Ta	DnN	Pf			Tn									"(صِيغَةُ فَعِيل). 1.""بَيْضٌ سَلِيقٌ"" : مَسْلُوقٌ. 2. ""نَبَاتٌ سَلِيقٌ"" : مَحْروقٌ مِنْ شِدَّةِ البَرْدِ أوِ الحَرِّ. "
1144	سَلِيمٌ		سلم	فَعِيل	صيغة			مذكر			مفرد	+ون(sûr);+ات;سُلَمَاءُ;		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعِيل). 1. ""لَهَا ذَوْقٌ سَلِيمٌ"" : خَالٍ مِنَ العُيُوبِ. 2. ""سَلِيمُ العَقْلِ"" : سَالِمٌ مِنْ كُلِّ لَوْثَةٍ، أَيْ لَيْسَ بِهِ مَسٌّ مِنَ الجُنُونِ. 3.""سَلِيمُ النِّيَّ"
1146	سَمِيجٌ		سمج	فَعِيل	صيغة			مذكر			مفرد	+ات;سُمَجَاءُ;		Ta	DnN	Pf			Tn									"(صِيغَةُ فَعِيل). ""رَجُلٌ سَمِيجٌ"" : قَبِيحٌ، رَدِيءٌ."
1148	سَمِيرٌ		سمر	فَعِيل	صيغة			مذكر			مفرد	+ات;سُمَرَاءُ;		Ta	DnN	Pf			Tn									"(صِيغَةُ فَعِيل). 1.""كَانَ سَمِيرَ لَيَالِيهِ"" : مُسَامِرُهُ، مَنْ يُحَدِّثُهُ لَيْلاً. 2.""اِبْنَا سَمِيرٍ"" : اللَّيْلُ وَالنَّهَارُ. 3.""اِبنُ سَمِيرٍ"" : اللَّيْلُ الَّذِي لاَ قَمرَ فِيهِ. 4.""سَمِيرٌ"" : اسْمُ عَلَمٍ لِلْمُذَكَّرِ، ""سَمِيرَةُ"" : اسْمُ عَلَمٍ لِلْمُؤَنَّثِ."
1150	سَمِيعٌ		سمع	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;سُمَعَاءُ;		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعِيل). 1. ""كَانَ سَمِيعاً لِحَدِيثِهِ"" : سَامِعًا، مُنْصِتاً. 2. ""هُوَ اللَّهُ السَّمِيعُ"" : مِنْ أسْمَاءِ اللَّهِ الحُسْنَى. البقرة آية 181إنَّ اللَّهَ سَمِيعٌ عَلِيمٌ (قرآن) ""سَمِيعُ الدُّعَاءِ"" ""سَمِيعٌ بَصِيرٌ"". 3. ""عَبْدُ السَّمِيعِ"": اسْمُ عَلَمٍ مُرَكَّبٌ.‎"
1152	سَمِيكٌ		سمك	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn			ـو						"سَمِيكٌ-سَمِيكٌ، ةٌ [س م ك] (صِيغَةُ فَعِيل). ""سَمِيكُ الحَجْمِ"": ثَخِينٌ، غَلِيظٌ."
1153	سَمِينٌ		سمن	فَعِيل	صيغة			مذكر			مفرد	+ون(sûr);+ات;سِمَانٌ;		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعِيل). 1. ""صَارَ سَمِيناً"" : بَدِيناً، ثَخِي"
1155	شَجِيعٌ		شجع	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;شُجَعَاءُ;شَجَائِعُ;(ج);شُجَعَاء;وشِجاع;وهي;شجيعة;(ج);شجائعُ;وشِجاع;(ج);شُجعانٌ;وشِجْعة		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعِيل). ""رَجُلٌ شَجِيعٌ"" : شُجَاعٌ."
1161	شَحِيحٌ		شحح	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;شِحَاحٌ;أَشِحَّاءُ;شَحَائِحُ;أَشِحَّةٌ;		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعِيل). 1.""رَجُلٌ شَحِيحٌ"" : بَخِيلٌ. 2.""شَحِيحُ النَّظَرِ"" : قَلِيلُ البَصَرِ. ""اِمْرَأَةٌ شَحِيحَةٌ"". 3.""الأَيَّامُ الشَّحَائِحُ"" : الأَيَّامُ التَّي لاَ مَطَرَ فِيهَا."
1166	شَدِيدٌ		شدد	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;أَشِدَّاءُ;شِدَادٌ;شُدودٌ;شَدَائِدُ;		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعِيل). 1.""اِكْتَسَحَ البِلاَدَ حَرٌّ شَدِيدٌ"" : حَرٌّ قَوِيٌّ. 2. ""شَدِيدُ القُوَى"" : عَظِيمُ القُدْرَةِ. النجم آية 5 عَلَّمَهُ شَدِيدُ القُوَى . (قرآن). 3.""كَانَ شَدِيدَ البَأْسِ فِي الْمَعْرَكَةِ"" : شُجَاعٌ، قَوِيٌّ، بَاسِلٌ. 4.""يَعْرِفُهُ كُلُّ النَّاسِ بِأَنَّهُ رَجُلٌ شَدِيدُ المِرَاسِ"" : صَعْبُ المِرَاسِ. 5.""خَاطَبَهُ بِلَهْجَةٍ شَدِيدَةٍ"": بِلَهْجَةٍ عَنِيفَةٍ. 6.""اِتَّخَذَ احْتِيَاطَاتٍ شَدِيدَةً"" : اِحْتِيَاطَاتٍ مُش"
1171	شَرِيحٌ		شرح	فَعِيل	صيغة			مذكر			مفرد	+ات;شَرَائِحُ;		Ta	DnN	Pf			Tn									"(صِيغَةُ فَعِيل). 1.""شَرِيحَةٌ مِنَ اللَّحْمِ"": القِطْعَةُ الرَّقِيقَةُ مِنْهُ. 2.""شَرِيحَةٌ مِنَ الفَاكِهَةِ"" : القِطْعَةُ مِنْهَا. 3.""شَرِيحَةٌ مِنَ الْمُجْتَمَعِ لَهَا أَوْضَاعٌ خَاصَّةٌ"" : فِئَةٌ أَوْ جَانِبٌ مِنْهَا. ""شَرَائِحُ الْمُجْتَمَعِ"". 4.:صُورَةٌ لِمَنْظَرٍ مَّا مَأْخُوذَةٌ مِنْ فِلْمٍ أَصْلِيٍّ تُوضَعُ دَاخِلَ إِطَارٍ تُعْرَضُ بِالفَانُوسِ السِّحْرِيِّ."
1173	شَرِيدٌ		شرد	فَعِيل	صيغة			مذكر			مفرد	+ون;ات;شَرَائِدُ;		Ta	DnN	Pf	Pm		Tn			ـو						"(صِيغَةُ فَعِيل). ""وَجَدَهُ شَرِيداً"" : تَائِهاً، طَرِيداً بِلاَ مَأْوَى. ""شَرِيدَةٌ بُوهِيمِيَّةٌ لَمْ تَسْتَقِرَّ قَطُّ فِي دَارٍ وَلاَ وَطَنٍ"". (ع. م. العقاد)."
1176	شَرِيفٌ		شرف	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;شُرَفَاءُ;أَشْرَافٌ;شَرَائِفُ;(ج);شُرَفاءُ;وأشْرَافٌ;وهُنَّ;شَرائف		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعِيل). 1.""هُوَ شَرِيفُ النَّسَبِ"" : أَيْ مِنْ سُلاَلَةِ النَّبِيِّ ( . 2. ""مِنْ أُسْرَةٍ شَرِيفَةٍ"" : أَيْ مِنْ أُسْرَةٍ ذَاتِ نَسَبٍ وَحَسَبٍ. 3. ""هُوَ شَرِيفُ الْمَقَامِ"" : عَالِي الْمَنْزِلَةِ، ذُو مَكَانَةٍ عَالِيَةٍ، رَفِيعَةٍ. ""العِلْمُ هُوَ الغَايَةُ الشَّرِيفَةُ"" ""يَتَمَتَّعُ بِأَخْلاَقٍ شَرِيفَةٍ""."
1180	شَرِيقٌ		شرق	فَعِيل	صيغة			مذكر			مفرد	+ات;شُرُقٌ;		Ta	DnN	Pf			Tn									"(صِيغَةُ فَعِيل). 1.""وَلَدٌ شَرِيقٌ"" : جَمِيلٌ، حَسَنٌ. 2.""بَزَغَ الشَّرِيقُ"" : الشَّمْسُ حِينَ تُشْرِقُ. 3.: الْمَشْرِقُ."
1182	شَفِيعٌ		شفع	فَعِيل	صيغة			مذكر			مفرد	+ات;شُفَعَاءُ;		Ta	DnN	Pf			Tn									"(صِيغَةُ فَعِيل). 1.""اللَّهُمَّ اجْعَلْهُ لَنَا شَفِيعاً"" : أَيْ صَاحِبَ شَفَاعَةِ. ""هُوَ شَفِيعِي إِلَى السُّلْطَانِ"". 2.""مَنْ يَأْخُذُ الْعَقَارَ بِالشُّفْعَةِ جَبْراً. 3.""الشَّفِيعُ"" : الْعَدَدُ الزَّوْجُ، الاِثْنَانِ."
1184	شَفِيقٌ		شفق	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"شَفِيقٌ-شَفِيقٌ، ةٌ [ش ف ق] (صِيغَةُ فَعِيل). ""كَانَ شَفِيقاً بِهِ"": مُشْفِقاً، رَؤُوفاً بِهِ، شَفُوقاً."
1185	شَقِيقٌ		شقق	فَعِيل	صيغة			مذكر			مفرد	+ات;أَشِقَّاءُ;		Ta	DnN	Pf			Tn									"(صِيغَةُ فَعِيل). 1.""شَقِيقُ الْفَاكِهَةِ"" : نِصْفُهَا، أَيْ شَقُّ الشَّيْءِ، نِصْفُهُ الْمَشْقُوقُ، وَكُلُّ شَقِيقٍ نِصْفُ الآخَرِ. 2.""هُوَ شَقِيقِي"" : الأَخُ مِنَ الأَبِ وَالأُمِّ. ""شَقِيقُهَا"" ""شَقِيقُهُ "" "" أُخْتٌ شَقِيقَةٌ "". 3. النِّسَاءُ شَقَائِقُ الرِّجَالِ . (حديث) : نَظَائِرُ الرِّجَالِ. 4.""الشَّعْبُ الشَّقِيقُ"" : الشَّعْبُ الَّذِي تَرْبِطُكَ بِهِ رَابِطَةُ الْعِرْقِ وَاللُّغَةِ وَالدِّينِ أَوِ الْمُجَاوَرَةِ. ""الْبَلَدُ الشَّقِيقُ"". 5.""أُصِيبَ بِشَقِيقَةٍ"" (طب) : بِأَلَمٍ وَوَجَعٍ يُصِيبُ نِصْفَ الرَّأْسِ وَالْوَجْهِ. 6.""شَقِيَقَةُ النُّعْمَانِ"" : وَاحِدَةُ شَقَائِقِ النُّعْمَانِ."
1187	شَنِيعٌ		شنع	فَعِيل	صيغة			مذكر			مفرد	+ات;شُنُعٌ;شَنَائِعُ;		Ta	DnN	Pf			Tn			ـو						"(صِيغَةُ فَعِيل). ""تَصَرَّفَ تَصَرُّفاً شَنِيعاً"" : قَب"
1190	شَهِيدٌ		شهد	فَعِيل	صيغة			مذكر			مفرد	+ات;شُهَدَاءُ;ج;شُهَدَاءُ;وأَشْهَادٌ		Ta	DnN	Pf			Tn									"(صِيغَةُ فَعِيل). 1.""طُوبَى لِأَوَّلِ شَهِيدٍ فِي الإِسْلاَمِ"" : أَوَّلُ قَتِيلٍ فِي سَبِيلِ اللَّهِ. ""شَهِيدُ الوَطَنِ"". 2.""كَانَ شَهِيداً عَلَى مَا حَدَثَ"": شَاهِداً، ج: أَشْهَادٌ.البقرة آية 282 وَلاَ يُضَارَّ كَاتِبٌ وَلاَ شَهِيدٌ . (قرآن). 3. ""هُوَ شَهِيدٌ عَلَى كُلِّ الأُمُورِ"" : مُطَّلِعٌ عَلَيْهَا.المجادلة آية 6 وَاللَّهُ عَلَى كُلِّ شَيْءٍ شَهِيدٌ . (قرآن)."
1193	شَهِيرٌ		شهر	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"شَهِيرٌ-شَهِيرٌ، ةٌ [ش هـ ر] (صِيغَةُ فَعِيل). 1.""كَاتِبٌ شَهِيرٌ"" : مَعْرُوفٌ بَيْنَ النَّاسِ، ذَائِعُ الصِّيتِ، لَهُ شُهْرَةٌ. ""شَهِيرَاتُ النِّسَاءِ"". 2.""شَهِيرَةُ"" : اِسْمُ عَلَمٍ لِلْإِنَاثِ."
1194	صَبِيحٌ		صبح	فَعِيل	صيغة			مذكر			مفرد	+ات;صِبَاحٌ;		Ta	DnN	Pf			Tn			ـو						"صَبِيحٌ، ةٌ - ج: صِبَاحٌ، صَبِيحَاتٌ. [ص ب ح]. (صِيغَةُ فَعِيل). 1.""رَأَيْتُهُ صَبِيحَ الوَجْهِ"" : أَيْ وَضِيءَ، مُشْرِقَ الوَجْهِ،  جَمِيلَهُ. ""فَتىً صَبِيحٌ"" ""فَتَاةٌ صَبِيحَةٌ"". 2.""زَارَهُ صَبِيحَةَ يَوْمِ العِيدِ"" : صَبَاحَ يَوْمِ العِيدِ. "
1196	صَبِيغٌ		صبغ	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									صَبِيغٌ-صَبِيغٌ [ص ب غ] (صِيغَةُ ف
1197	صَدِيقٌ		صدق	فَعِيل	صيغة			مذكر			مفرد	+ات;أَصْدِقَاءُ;		Ta	DnN	Pf			Tn									"(صِيغَةُ فَعِيل). ""صَدِيقٌ عَزِيزٌ"" : مَنْ تَرْبِطُكَ وَإِيَّاهُ عَلاَقَةُ صَدَاقَةٍ وَمَحَبَّةٍ وَمَوَدَّةٍ. ""صَدِيقُكَ مَنْ صَدَقَكَ لاَ مَنْ صَدَّقَكَ""."
1199	صَرِيعٌ		صرع	فَعِيل	صيغة			مذكر			مفرد	+ات;صَرْعَى		Ta	DnN	Pf			Tn									"(صِيغَةُ فَعِيل). 1.""سَقَطَ صَرِيعاً يَتَخَبَّطُ فِي دِمَائِهِ"" : سَقَطَ مَصْروعاً مَطْروحاً على الأَرْضِ. ""يَقْتُلُ الصَّرِيعَ وَيُجْهِزُ عَلَى الْجَرِيحِ"". (الجاحظ). 2.""خَرَّ صَرِيعاً مِنَ السُّكْرِ"" : وَقَعَ طَرِيحاً."
1201	صَرِيمٌ		صرم	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"صَرِيمٌ-صَرِيمٌ [ص ر م] (صِيغَةُ فَعِيل). 1.""نَبَاتٌ صَرِيمٌ"" : مَا قُطِعَ مِنْهُ. 2.""شَجَرٌ صَرِيمٌ"" : مَا جُمِعَ ثَمَرُهُ. 3.""صَرِيمٌ مِنَ اللَّيْلِ"" : قِطْعَةٌ مِنْهُ."
1202	صَلِيبٌ		صلب	فَعِيل	صيغة			مذكر			مفرد	+ات;صُلْبَانٌ;		Ta	DnN	Pf			Tn									"(صِيغَةُ فَعِيل). 1.""رَجُلٌ صَلِيبٌ"" : عَنِيدٌ. 2.""هُوَ صَلِيبُ الْعُودِ"" : شَدِيدٌ، قَوِيٌّ. 3.""أَقَامُوا لَهُ صَلِيباً لِتَعْذِيبِهِ"" : عُودٌ عَمُودِيٌّ يَقْطَعُهُ عُودٌ آخَرُ أُفُقِيٌّ يُصْلَبُ عَلَيْهِ، وَهُوَ عِنْدَ الْمَسِيحِيِّينَ الْعُودُ الْمُقَدَّسُ الَّذِي صُلِبَ عَلَيْهِ السَّيِّدُ الْمَسِيحُ. 4.""إِشَارَةُ"
1204	صَمِيمٌ		صمم	فَعِيل	صيغة			مذكر			مفرد								Tn									"صَمِيمٌ-صَمِيمٌ [ص م م] (صِيغَةُ فَعِيل). 1.""صَمِيمُ الْبَرْدِ"" : أَشَدُّهُ، قُوَّتُهُ. ""صَمِيمُ الْحَرِّ"". 2.""صَمِيمُ الْعُضْوِ"" : الْعَظْمُ الَّذِي بِهِ قِوَامُهُ. 3.""مِنْ صَمِيمِ قَلْبِهِ"" : مِنْ عُمْقِهِ وَخَالِصِهِ"
1205	صَنِيعٌ		صنع	فَعِيل	صيغة			مذكر			مفرد	+ات;صَنَائِعُ;صُنُعٌ;		Ta	DnN	Pf			Tn									"(صِيغَةُ فَعِيل). 1.""قَدَّمَ لَهُ صَنِيعاً"" : إِحْسَاناً، خَيْراً. ""نِعْمَ الصَّنِيعُ مَا فَعَلْتَ"". 2.""صَنَعَ بِهِ صَنِيعاً قَبِيحاً"" : فِعْلاً قَبِيحاً. ""يَعْرِفُ حَالَ صَاحِبِهِ وَغَامِضَ أَمْرِهِ بِمَا يُظْهِرُ لَهُ مِنْ أَمْرِهِ وَصَنِيعِهِ"". "
1208	ضَئِيلٌ		ضءل	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn			ـو						"(صِيغَةُ فَعِيل). 1.""مَبْلَغٌ ضَئِيلٌ"" : قَلِيلٌ. ""مِقْدَارٌ ضَئِيلٌ"" ""أَخَ"
1209	ضَرِيجٌ		ضرج	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"ضَرِيجٌ-ضَرِيجٌ [ض ر ج] (صِيغَةُ فَعِيل). 1.""ثَوْبٌ ضَرِيجٌ"" : مَصْبُوغٌ بِحُمْرَةٍ. 2.""بَطَلٌ ضَرِيجٌ"" : قَوِيٌّ، شَدِيدٌ."
1210	ضَرِيرٌ		ضرر	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;أَضِرَّاءُ;أَضْرارٌ;ضَرَائِرُ;		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعِيل). ""قَادَ الضَّرِيرَ إِلَى بَيْتِهِ"" : الأَعْمَى. ""اِمْرَأَةٌ ضَرِيرٌ""."
1214	ضَرِيسٌ		ضرس	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"ضَرِيسٌ-ضَرِيسٌ [ض ر س] (صِيغَةُ فَعِيل). 1.""ضَرِيسُ الظَّهْرِ"": فِقَارُهُ. 2.""فَقِيرٌ ضَرِيسٌ"" : جَائِعٌ جِدّاً. 3.""بِئْرٌ ضَرِيـسٌ"" : مَبْنِيَةٌ بِالْحِجَارَةِ."
1215	ضَرِيعٌ		ضرع	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"ضَرِيعٌ-ضَرِيعٌ [ض ر ع] (صِيغَةُ فَعِيل). 1.""شَاةٌ ضَرِيعٌ"" : حَسَنَةُ الضَّرْعِ. 2. : نَبَاتُ العَوْسَجِ الشَّائِكِ. الغاشية آية 6 لَيْسَ لَهُمْ طَعَامٌ إِلاَّ مِنْ ضَرِيعٍ، لاَ يُسْمِنُ وَلاَ يُغْنِي مِنْ جُوعٍ . (قرآن)."
