#رقم	مشكول	غير مشكول	جذر	وزن	صنف	أصل	معرفة	جنس	مؤنثه	مذكره	عدد	الجمع	مفرد	التأنيث	التثنية	ج, مؤ, س,	ج, مذ, س,	المنقوص	تنوين النصب	نسب	إض, لف,	ـو	ك	كال	ها	هم	تنوين النصب للجمع	شرح
731	مَشْبُوبٌ	مشبوب	شبب		مفعول	شَبَّ		مذكر			مفرد	+ات;مَشَابِيبُ 		ة	DnT	Pf			Tn									"(مفع. مِن شَبَّ). 1.""وَلَدٌ مَشْبُوبٌ"" : ذَكِيٌّ، شَهْمٌ. 2.""مَشْبُوبُ الوَجْهِ"": حَسَنُهُ ""يَتَمَتَّعُ بِحَيَوِيَّةٍ مَشْبُوبَةٍ""."
732	مَشَابِيبُ	مشابيب	شبب		مفعول	شَبَّ					جمع		مَشْبُوبٌ														Non	
733	مُشَبَّكٌ	مشبك	شبك		مفعول	شَبَّكَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُشَبَّكٌ-مُشَبَّكٌ، ةٌ [ش ب ك] (مفع. مِن شَبَّكَ) 1.""عَمَلٌ مُشَبَّكٌ"" : مُتَدَاخِلٌ. 2.""يُعْجِبُهُ طَعْمُ الْمُشَبَّكِ"" : حَلْوَى عَلَى هَيْئَةِ عِيدَانٍ مُتَشَابِكَةٍ تُصْنَعُ"
734	مُشَبَّهٌ	مشبه	شبه		مفعول	شَبَّهَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن شَبَّهَ). 1.""طَرَفَا التَّشْبِيهِ هُمَا الْمُشَبَّهُ وَالْمُشَبَّهُ بِهِ"" : فِي عِلْمِ البَيَانِ الْمُش"
735	مَشْبُوهٌ	مشبوه	شبه		مفعول	شَبَهَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn			ـو						"مَشْبُوهٌ-مَشْبُوهٌ، ةٌ [ش ب هـ] (مفع. مِن شَبَهَ). ""رَجُلٌ مَشْبُوهٌ"" : مَنْ يُشَكُّ فِيهِ، الْمَشْكُوكُ فِيهِ."
736	مُشَتَّتٌ	مشتت	شتت		مفعول	شَتَّتَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. مِن شَتَّتَ). 1.""مُشَتَّتُ الذِّهْنِ"" : الشَّارِدُ، مَنْ يُفَكِّرُ فِي أَشْيَاءٍ كَثِيرَةٍ فِي آنٍ وَاحِدٍ. ""مُشَتَّتُ الفِكْرِ خَائِرُ القُوَى"". 2.""أَثَاثٌ مُشَتَّتٌ"" : مُوَزَّعٌ، مُتَفَرِّقٌ."
737	مُشَجَّرٌ	مشجر	شجر		مفعول	شَجَّرَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُشَجَّرٌ-مُشَجَّرٌ، ةٌ [ش ج ر] (مفع. مِن شَجَّرَ). 1.""مَكَانٌ مُشَجَّرٌ"" : مَزْرُوعٌ شَجَراً. 2.""ثَوْبٌ مُشَجَّرٌ"" : مُوَشَّى بِشُجَيْرَاتٍ. 3.""خَطٌّ مُشَجَّرٌ"" : كِتَابَتُهُ صِينِيَّةٌ."
738	مَشْحُوذٌ	مشحوذ	شحذ		مفعول	شَحَذَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مَشْحُوذٌ-مَشْحُوذٌ، ةٌ [ش ح ذ] (مفع. مِن شَحَذَ). ""سِكِّينٌ مَشْحُوذٌ"" : أَيْ شُحِذَ، سُنَّ."
739	مَشْحُونٌ	مشحون	شحن		مفعول	شَحَنَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مَشْحُونٌ-مَشْحُونٌ، ةٌ [ش ح ن] (مفع. مِن شَحَنَ). 1.""صَدْرُهُ مَشْحُونٌ بِالكَرَاهِيَةِ"" : مَمْلُوءٌ. ""هَلُمُّوا نَخْرُج مِنْ هَذَا الْمَكَانِ الْمَشْحُونِ بِالآثَامِ وَالْمَعَاصِي"". (جبران خ. جبران). 2.""بِضَاعَةٌ مَشْحُونَةٌ إِلَى الخَارِجِ"" : أَيْ ت"
740	مَشْدُودٌ	مشدود	شدد		مفعول	شَدَّ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن شَدَّ). 1.""حَبْلٌ مَشْدُودٌ"" : أَيْ حَبْلٌ تَمَّ مَدُّهُ وَجَذْبُهُ. 2.""مَشْدُودُ اليَدَيْنِ وَالرِّجْلَيْنِ"" : مُقَيَّدٌ..."
741	مُشَدَّدٌ	مشدد	شدد		مفعول	شَدَّدَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُشَدَّدٌ، ةٌ - [ش د د]. (مفع. مِن شَدَّدَ). 1.""إِجْرَاءٌ مُشَدَّدٌ"" : إِجْرَاءٌ فِيهِ قَسْوَةٌ وَشِدَّةٌ.   ""اِتَّخَذَ إِجْرَاءاتٍ مُشَدَّدَةً"". 2.""حَرْفٌ مُشَدَّدٌ"" : مُضَعَّفٌ، أَيْ عَلَيْهِ عَلاَمَةُ الشَّدَّةِ"
742	مُشَذَّبٌ	مشذب	شذب		مفعول	شَذَّبَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُشَذَّبٌ-مُشَذَّبٌ، ةٌ [ش ذ ب] (مفع. مِن شَذَّبَ). ""شَجَرٌ مُشَذَّبٌ"" : أَيْ أُزِيلَ مَا عَلَيْهِ مِنْ أَغْصَانٍ وَأَوْرَاقٍ. ""أَغْصَانٌ مُشَذَّبَةٌ""."
743	مَشْرُوبٌ	مشروب	شرب		مفعول	شَرِبَ		مذكر			مفرد	+ات;مشاريبُ 		ة	DnT	Pf			Tn									"(مفع. من شَرِبَ). 1. ""مَشْرُوبٌ مُرَطِّبٌ"" : كُلُّ مَا يُشْرَبُ مِنْ مَاءٍ أَوْ عَصِيرٍ أَوْ كُحُولٍ. 2. ""مَشْرُوبَاتٌ رُوحِيَّةٌ"" : أَيْ مُسْكِرَةٌ بِهَا كُحُولٌ."
744	مَشَارِيبُ	مشاريب	شرب		مفعول	شَرِبَ					جمع		مَشْرُوبٌ														Non	
745	مَشْرُوطٌ	مشروط	شرط		مفعول	شَرَطَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مَشْرُوطٌ-مَشْرُوطٌ، ةٌ [ش ر ط] (مفع. مِنْ شَرَطَ). ""حُضُورُكَ مَعَنَا مَشْرُوطٌ بِعِدَّةِ شُرُوطٍ"" : مَرْهُونٌ."
746	مَشْرُوعٌ	مشروع	شرع		مفعول	شَرَعَ		مذكر			مفرد	+ات;مشاريعُ 		ة	DnT	Pf			Tn									"مَشْرُوعٌ-مَشْرُوعٌ، ةٌ [ش ر ع] (مفع. مِنْ شَرَعَ). 1."" عَمَلٌ مَشْرُوعٌ"" : عَمَلٌ مُسَوَّغٌ، أَيْ مَا سَوَّغَهُ الشَّرْعُ. 2.""اِسْتَخْدَمَ طُرُقاً مَشْرُوعَةً"" : طُرُقاً مَسْمُوحاً بِهَا. 3.""حَضَّرَ مَشْرُوعاً جَدِيداً"" : مَا يُحَضَّرُ فِي مَجَالٍ مِنَ ال"
747	مَشَارِيعُ	مشاريع	شرع		مفعول	شَرَعَ					جمع		مَشْرُوعٌ														Non	
748	مُشَطَّبٌ	مشطب	شطب		مفعول	شَطَّبَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. مِن شَطَّبَ). 1.""وَجْهٌ مُشَطَّبٌ"" : فِيهِ أَثَرُ جُرْحِ أَظَافِرٍ، أَوْ جُرْحِ سِكِّيٍن وَنَحْوِ"
749	مَشْطُوبٌ	مشطوب	شطب		مفعول	شَطَبَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مَشْطُوبٌ-مَشْطُوبٌ، ةٌ [ش ط ب] (مفع. من شَطَبَ). 1.""رَقْمٌ مَشْطُوبٌ"" : أَيْ خُطَّ عَلَيْهِ خَطٌّ"
750	مَشْطُورٌ	مشطور	شطر		مفعول	شَطَرَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مَشْطُورٌ-مَشْطُورٌ، ةٌ [ش ط ر] (مفع. مِن شَطَرَ). 1. ""لَوْحٌ مَشْطُورٌ"" : أَيْ قُسِمَ إِلَى نِصْفَيْنِ. 2.""قَصِيدَةٌ مِنْ مَشْطُورِ السَّرِيعِ"" : "
751	مُشَعَّثٌ	مشعث	شعث		مفعول	شَعَّثَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. مِن شَعَّثَ). 1. ""شَعْرٌ مُشَعَّثٌ"" : مُتَلَبِّدٌ. 2. ""مُشَعَّثُ الشَّعْرِ"" : مُلَبَّدٌ، أَيْ "
752	مَشْغُوفٌ	مشغوف	شغف		مفعول	شَغَفَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن شَغَفَ). ""قَلْبٌ مَشْغُوفٌ"" : مُصَابٌ بِالحُبِّ، مُولَعٌ بِهِ. ""أَقْبَلَ عَلَيْهَا مَشْغُوفاً بِهَا""."
753	مَشْغُولٌ	مشغول	شغل		مفعول	شَغَلَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn			ـو						"(مفع. مِن شَغَلَ). 1.""بَيْتٌ مَشْغُولٌ"" : مَسْكُونٌ، أَيْ فِيهِ سُكَّانُهُ. 2.""مَشْغُولُ البَالِ"" : قَلِقٌ، مَهْمُومٌ. 3.""رَجُلٌ مَشْغُولٌ عَلَى الدَّوَامِ"" : دَائِمُ العَمَلِ، لاَ فَرَاغَ عِنْدَهُ. 4.""اِمْرَأَةٌ مَشْغُولَةٌ"" : لَهَا زَوْجٌ. 5.""مَنْصِبٌ مَشْغُولٌ"" : أَيْ مُحْتَلٌّ وَلَيْسَ بِشَاغِرٍ."
754	مشاغيل	مشاغيل	شغل		مفعول	شَغَلَ					جمع																Non	
755	مَشْقُوقٌ	مشقوق	شقق		مفعول	شَقَّ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مَشْقُوقٌ-مَشْقُوقٌ [ش ق ق] (مفع. مِن شَقَّ). 1.""إِنَاءٌ مَشْقُوقٌ"" : بِهِ انْكِسَارٌ مَفْلُوقٌ. 2."" بَابٌ مَشْقُوقٌ"" : بِهِ انْكِسَارٌ مَفْتُوحٌ قَلِيلاً. 3.""شَفَةٌ مَشْقُوقَةٌ"" : مَفْلُوقَةٌ. 4.""تَنُّورَةٌ مَشْقُوقَةٌ مِنَ الْخَلْفِ"" : مَفْتُوحَةٌ."
756	مُشَقَّقٌ	مشقق	شقق		مفعول	شَقَّقَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُشَقَّقٌ-مُشَقَّقٌ [ش ق ق] (مفع. مِن شَقَّقَ). 1.""حَائِطٌ مُشَقَّقٌ"" : مُتَصَدِّعٌ، مُتَشَقِّقٌ. 2.""نَبَاتٌ مُشَقَّقٌ"" : مُنْفَطِرٌ."
757	مَشْكُوكٌ	مشكوك	شكك		مفعول	شَكَّ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مَشْكُوكٌ-مَشْكُوكٌ [ش ك ك] (مفع. مِن شَكَّ). ""مَشْكُوكٌ فِيهِ"": مُشْتَبَهٌ فِيهِ، مُرْتَابٌ فِي أَمْرِهِ."
758	مُشَكَّلٌ	مشكل	شكل		مفعول	شَكَّلَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُشَكَّلٌ-مُشَكَّلٌ، ةٌ [ش ك ل] (مفع. مِن شَكَّلَ). 1.""عَمَلٌ مُشَكَّلٌ"" : مُتَنَوِّعٌ. 2.""نَصٌّ مُشَكَّلٌ"" : عَلَيْهِ حَرَكَاتُ الشَّكْلِ. 3.مَجْلِسٌ مشَكَّلٌ مِنْ كَذَا"" : مُكَوَّنٌ، مُؤَلَّفٌ."
759	مَشْكُولٌ	مشكول	شكل		مفعول	شَكَلَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مَشْكُولٌ-مَشْكُولٌ، ةٌ [ش ك ل] (مفع. مِن شَكَّلَ). 1.""حِمَارٌ مَشْكُولٌ"" : مَرْبُوطٌ مِنْ رِجْلَيْهِ. 2.""نَصٌّ مَشْكُولٌ"" : مُشَكَّلٌ بِالْحَرَكاتِ."
760	مَشْلُولٌ	مشلول	شلل		مفعول	شَلَّ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn			ـو						"(مفع. مِن شَلَّ). 1. ""مَشْلُولَ اليَدِ"" : أَيْ أُصِيبَ بِالشَّلَلِ فِي يَدِهِ. ""يَدٌ مَشْلُولَةٌ"". 2.""مَشْلُولُ التَّفْكيرِ"" : مُتَوَقِّفٌ، مُتَعَطِّلٌ. ""ظَلَّ زَائِغَ البَصَرِ، مَشْلُولَ التَّفْكِيرِ"". (ع. غلاب)."
761	مَشْمُومٌ	مشموم	شمم		مفعول	شَمَّ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									مَشْمُومٌ-مَشْمُومٌ [ش م م] (مفع. من شَمَّ). 1. كُلُّ مَا يُدْرَكُ بِا
762	مُشَمَّسٌ	مشمس	شمس		مفعول	شَمَّسَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. من شَمَّسَ). ""مُشَمَّسٌ فِي الْهَوَاءِ الطَّلْقِ"" : مَبْسُوطٌ مُعَرَّضٌ لِلشَّمْسِ."
763	مَشْمُولٌ	مشمول	شمل		مفعول	شَمَلَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. من شَمَلَ). 1. ""مَشْمُولٌ بِرِعَايَةِ اللهِ"" : مُحَاطٌ، مُغَطًّى. 2.""لَيْلَةٌ مَشْمُولَةٌ"" : بَارِدَةٌ بُرُودَةً مُعْتَدِلَةً."
764	مُشَنَّجٌ	مشنج	شنج		مفعول	شَنَّجَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُشَنَّجٌ-مُشَنَّجٌ، ةٌ [ش ن ج] (مفع. من شَنَّجَ). 1.""وَجْهٌ مُشَنَّجٌ"" : مُقَبَّضٌ، ويُقَالُ لِلْمُبَال"
765	مَشْنُوقٌ	مشنوق	شنق		مفعول	شَنَقَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. من شَنَقَ). ""مَشْنُوقٌ بِحَبْلٍ"" : مَنْ تَمَّ شَنْقُهُ."
766	مَشْهُودٌ	مشهود	شهد		مفعول	شَهِدَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مَشْهُودٌ-مَشْهُودٌ [ش هـ د] (مفع. من شَهِدَ). 1.""عَاشَ يَوْماً مَشْهُوداً"" : يَوْماً لَهُ أَهَمِّيَّةٌ كَبِيرَةٌ وتَارِيخِيَّةٌ. 2.""الجُرْمُ الْمَشْهُودُ"": جُرْمٌ يُرْتَكَبُ بِمَرْأَى النَّاسِ. 3.""اليَوْمُ الْمَشْهُودُ"" : يَوْمُ القِيَامَةِ، كَمَا يُطْلَقُ عَلَى يَوْمِ الجُمُعَةِ."
767	مَشْهُورٌ	مشهور	شهر		مفعول	شَهَرَ		مذكر			مفرد	+ون;+ات;مَشَاهِيرُ 		ة	DnT	Pf	Pm		Tn			ـو						"(مفع. من شَهَرَ). ""كَاتِبٌ مَشْهُورٌ"" : مَعْرُوفٌ عَلَى نِطَاقٍ وَاسِعٍ، شَهِيرٍ، ذُو صِيتٍ. ""وَلاَ بُدَّ لِطَالِبِ العِلْمِ أَنْ لاَ يُفَرِّقَ بَيْنَ شَيْخٍ مَشْهُورٍ وَآخَرَ غَيْرِ مَعْرُوفٍ"". (الغزالي). ""مَشَاهيرُ التَّارِيخِ""."
768	مَشَاهِيرُ	مشاهير	شهر		مفعول	شَهَرَ					جمع		مَشْهُورٌ														Non	
769	مُشَوَّشٌ	مشوش	شوش		مفعول	شَوَّشَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُشَوَّشٌ-مُشَوَّشٌ [ش و ش] (مفع. مِن شَوَّشَ). ""كَلاَمٌ مُشَوَّشٌ"" : كَلاَمٌ غَيْرُ وَاضِحٍ، غَامِضٌ، مُبْهَمٌ."
770	مُشَوَّهٌ	مشوه	شوه		مفعول	شَوَّهَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن شَوَّهَ). ""مُشَوَّهُ الخِلْقَةِ"" : قَبِيحُ الخِلْقَةِ."
771	مُشَيَّدٌ	مشيد	شيد		مفعول	شَيَّدَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُشَيَّدٌ-مُشَيَّدٌ، ةٌ [ش ي د] (مفع. مِنْ شَيَّدَ). ""بِنَاءٌ مُشَيَّدٌ"" : قَائِمٌ، مُرْتَفِعٌ."
772	مُشَيَّعٌ	مشيع	شيع		مفعول	شَيَّعَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"مُشَيَّعٌ-مُشَيَّعٌ، ةٌ [ش ي ع] (مفع. مِن شَيَّعَ). ""خَبَرٌ مُشَيَّعٌ بَيْنَ النَّاسِ"" : ذَائِعٌ."
773	مُصَادَرٌ	مصادر	صدر		مفعول	صَادَرَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. مِن صَادَرَ). ""أَثَاثٌ مُصَادَرٌ"" : مُنْتَزَعٌ لِسَبَبٍ مَّا. ""أَمْلاكٌ مُصَادَرَةٌ""."
774	مُصَادَقٌ	مصادق	صدق		مفعول	صَادَقَ		مذكر			مفرد	+ات		ة	DnT	Pf			Tn									"(مفع. مِن صَادَقَ). ""عَقْدٌ مُصَادَقٌ عَلَيْهِ"" : أَيْ مُثْبَتٌ صِحَّتُهُ وَمُوَافَقٌ عَلَيْهِ. "
775	مَصْبُوبٌ	مصبوب	صبب		مفعول	صَبَّ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. مِن صَبَّ). 1.""مَاءٌ مَصْبُوبٌ"" : مَا يُصَبُّ مِنْهُ. 2.""مَصْبُوبُ مَعْدِنٍ"" : مَايُصَبُّ مِنْ مَعْدِنٍ"
776	مَصْحُوبٌ	مصحوب	صحب		مفعول	صَحِبَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن صَحِبَ) .""سَافَرَ مَصْحُوباً بِسَلاَمَةِ الله"" : مُرْفَقاً ."
777	مُصَحَّحٌ	مصحح	صحح		مفعول	صَحَّحَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. مِن صَحَّحَ) .""نَصٌّ مُصَحَّحٌ"" : أَيْ وَقَعَ تَصْحِيحُهُ. ""أَوْرَاقُ الامْتِحَانِ مُصَحَّحَةٌ"" ."
778	مُصَدَّرٌ	مصدر	صدر		مفعول	صَدَّرَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُصَدَّرٌ-مُصَدَّرٌ، ةٌ [ص د ر] (مفع. مِن صَدَّرَ). ""قَمْحٌ مُصَدَّرٌ إِلَى الخَارِجِ"" : أَيْ مُرْسَلٌ إِلَى الخَارِجِ بِقَصْدِ التِّجَارَةِ."
779	مَصْدُورٌ	مصدور	صدر		مفعول	صَدَرَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مَصْدُورٌ-مَصْدُورٌ [ص د ر] (مفع. مِن صَدَرَ). ""مَرِيضٌ مَصْدُورٌ"" : مَرِيضٌ بِالسُّلِّ ."
780	مَصْدُوعٌ	مصدوع	صدع		مفعول	صَدَعَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مَصْدُوعٌ-مَصْدُوعٌ [ص د ع] (مفع. مِن صَدَعَ). 1.""جِدَارٌ مَصْدُوع"
781	مُصَدَّقٌ	مصدق	صدق		مفعول	صَدَّقَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن صَدَّقَ). 1.""رَسُولٌ مُصَدَّقٌ"" : مَوْثُوقٌ بِصِدْقِهِ. 2.""قَانُونٌ مُصَدَّقٌ عَلَيْهِ"" : مُوَافَقٌ عَلَيْه"
782	مُصَرَّحٌ	مصرح	صرح		مفعول	صَرَّحَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُصَرَّحٌ-مُصَرَّحٌ [ص ر ح] (مفع. من صَرَّحَ). 1.""اِتِّفَاقٌ مُصَرَّحٌ بِهِ"" : مُعْلَنٌ عَنْهُ. 2.""بَضَائِعُ مُصَرَّحٌ بِاسْتِيرَادِهَا "" : مُرَخَّصٌ..."
783	مَصْرُوعٌ	مصروع	صرع		مفعول	صَرَعَ		مذكر			مفرد	+ون;+ات		ة	DnT	Pf	Pm		Tn									". (مفع. من صَرَعَ). ""وَضَعَ الْمَصْرُوعُ يَدَهُ فَوْقَ قَلْبِهِ الْمَطْعُونِ"" : مَنْ وَقَعَ صَرْعُهُ."
784	مُصَرَّفٌ	مصرف	صرف		مفعول	صَرَّفَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُصَرَّفٌ-مُصَرَّفٌ [ص ر ف] (مفع. مِن صَرَّفَ). ""فِعْلٌ مُصَرَّفٌ"" : مَا تَمَّ تَصْرِيفُهُ."
785	مَصْرُوفٌ	مصروف	صرف		مفعول	صَرَفَ		مذكر			مفرد	+ات;مَصَارِيفُ 		ة	DnT	Pf			Tn									"(مفع. مِن صَرَفَ). 1.""مَصْرُوفُ الْمَعِيشَةِ"" : مَا يُنْفَقُ مِنْ أَجْلِ العَيْشِ. 2. ""مَصْرُوفٌ يَوْمِيٌّ"" : مَا يُنْفَقُ فِي اليَوْمِ. 3.""مَصْرُوفُ الجَيْبِ"" : مَا يُنْفَقُ لِقَضَاءِ حَاجَاتٍ طَارِئَةٍ."
786	مَصَارِيفُ	مصاريف	صرف		مفعول	صَرَفَ					جمع		مَصْرُوفٌ														Non	
787	مُصَعَّرٌ	مصعر	صعر		مفعول	صَعَّرَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. مِن صَعَّرَ). ""مُصَعَّرُ الخَدِّ "": مُتَكَبِّرٌ، مُتَعَجْرِفٌ."
788	مَصْعُوقٌ	مصعوق	صعق		مفعول	صَعِقَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن صَعِقَ ). 1. ""وَجَدَهُ مَصْعُوقاً تَحْتَ الشَّجَرَةِ"" : مَغْشِيّاً عَلَيْهِ. 2. ""تَرَكَتْهُ الصَّاعِقَةُ مَصْعُوقاً"" : مَنْ أَصَابَتْهُ الصَّاعِقَةُ."
789	مُصَغَّرٌ	مصغر	صغر		مفعول	صَغَّرَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُصَغَّرٌ-مُصَغَّرٌ، ةٌ [ص غ ر] (مفع. مِن صَغَّرَ). ""رَسْمٌ مُصَغَّرٌ"": رَسْمٌ قُلِّصَ حَجْمُهُ، أيْ تَمَّ تَصْغِيرُهُ. ""صُورَةٌ مُصَغَّرَةٌ""."
790	مُصَفَّحٌ	مصفح	صفح		مفعول	صَفَّحَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. مِن صَفَّحَ). 1.""مُصَفَّحُ الوَجْهِ"" : عَرِيضُ الوَجْهِ. 2.""مُصَفَّحٌ بِحَدِيدٍ"" : مُغَشَّى بِصَفَائِحَ مِنْ حَدِيدٍ. 3.""جَوَادٌ مُصَفَّحٌ"" :"
